TIMESTAMP,PROGRAM,ML_COURSE_NUM,IR_COURSE_NUM,DB_COURSE_NUM,CHATGPT_USAGE_NUM,GENDER_CATEGORIZED,ROOM_ESTIMATE_CLEANED,STRESS_LEVEL_CLEANED,SPORTS_HOURS_CLEANED,RANDOM_NUMBER_CLEANED,AGE,BIRTHDAY_MONTH,BIRTHDAY_DAY,BEDTIME_CLEANED,GOOD_DAY_1_CLEAN,GOOD_DAY_2_CLEAN,GOOD_DAY_CLEANED_1
2025-04-01 12:18:43.223,Computer Science,0,0,0,1,female,220,67.0,4.0,4.0,26,4,11,04:00:00,i take the adhd medicine,go out with friends,
2025-04-01 12:18:43.654,Computational Science,0,0,1,1,male,300,1.0,7.0,33.0,34,1,27,01:00:00,no assignments need to do,no lectures,productivity
2025-04-01 12:18:43.697,Bioinformatics and Systems Biology,1,0,0,1,male,500,69.0,10.0,69.0,25,1,1,00:00:00,sun,friends,weather
2025-04-01 12:18:43.894,Computer Science,1,0,1,0,male,483,3.14,3.0,64.0,,9,18,03:00:00,sleep,food,sleep
2025-04-01 12:18:43.919,Artificial Intelligence,1,1,1,1,male,300,75.0,4.0,314159265359.0,25,11,18,23:00:00,passing edda,the sun,productivity
2025-04-01 12:18:44.292,Artificial Intelligence,1,1,0,1,female,450,60.0,1.0,44.0,,12,25,23:30:00,nice weather,free time,weather
2025-04-01 12:18:44.581,Bioinformatics and Systems Biology,0,0,1,1,male,240,100.0,2.0,8.0,,,,03:00:00,no studying,gaming,productivity
2025-04-01 12:18:45.086,Mathematics,1,1,1,1,male,357,7.0,5.0,69420.0,28,1,21,03:00:00,you :),you again :),social
2025-04-01 12:18:45.788,Finance and Technology,1,0,1,1,male,500,40.0,2.0,1.0,25,1,10,01:23:00,making someone smile,smiling,
2025-04-01 12:18:46.245,Artificial Intelligence,0,0,0,1,male,297,69.0,6.0,426.0,,4,26,23:00:00,"mild weather, no lectures, good food","no assignments, no exam stress",weather
2025-04-01 12:18:46.301,Computer Science,0,1,1,,male,500,80.0,6.0,5.0,23,7,23,20:00:00,eating,play,food_drink
2025-04-01 12:18:46.497,Humanities Research,1,0,0,1,male,300,20.0,8.0,891230124.0,,2,18,01:30:00,friends,activity and food,social
2025-04-01 12:18:46.933,Business Analytics,1,1,1,1,female,480,0.0,8.0,10.0,26,2,14,23:00:00,peace,nature,mental_wellbeing
2025-04-01 12:18:47.336,Finance and Technology,1,0,0,1,male,350,20.0,8.0,124.0,23,4,26,23:30:00,sports,focus,activity
2025-04-01 12:18:48.291,Computational Science,0,0,0,1,male,300,55.0,6.0,47.0,24,8,18,00:31:00,motorcycle ride,social interaction,
2025-04-01 12:18:48.302,Artificial Intelligence,1,1,1,,gender_non_conforming,500,100.0,3.0,420.0,,10,6,02:00:00,studying,learning,productivity
2025-04-01 12:18:48.467,Computer Science,1,1,1,1,male,366,57.0,6.0,9999999999.0,21,9,2,00:40:00,go out of the house,play a sport and instrument,
2025-04-01 12:18:48.667,Artificial Intelligence,0,1,1,1,male,300,15.0,8.0,67.0,23,2,24,00:30:00,doing a sport,playing my bass guitar,
2025-04-01 12:18:48.745,Artificial Intelligence,1,0,0,1,male,300,45.0,4.0,23.0,23,7,23,02:00:00,beer,another beer,
2025-04-01 12:18:49.114,Artificial Intelligence,1,0,1,1,male,123,90.0,4.0,,,,,03:54:00,grounded,"social, speding quality time with friends",
2025-04-01 12:18:49.239,Computer Science,1,1,1,1,male,300,75.0,3.0,81.0,26,1,31,03:00:00,chilling with buddies,gaming,
2025-04-01 12:18:49.386,Computer Science,0,1,1,1,male,450,100.0,6.0,3737.0,,12,12,01:00:00,money,less money,
2025-04-01 12:18:50.389,Artificial Intelligence,1,1,1,1,male,125,100.0,4.5,2.4581973215786324e+62,,12,5,23:00:00,good food,finish task,food_drink
2025-04-01 12:18:50.592,Artificial Intelligence,0,0,1,1,male,200,65.0,3.0,4.0,,2,23,02:00:00,coffee,motivation,food_drink
2025-04-01 12:18:50.686,Artificial Intelligence,1,0,1,1,male,378,0.0,2.0,12,,,,04:00:00,gezelligheid,see above,
2025-04-01 12:18:51.508,Artificial Intelligence,1,1,1,,female,200,30.0,5.0,13.0,22,9,20,23:30:00,productivity,nice weather,
2025-04-01 12:18:52.683,Artificial Intelligence,1,1,0,1,female,400,40.0,10.0,3.0,23,10,3,00:00:00,workout,sun,activity
2025-04-01 12:18:52.734,Computer Science,1,1,1,,male,390,100.0,3.0,7.0,24,10,9,05:00:00,a day outside,jamming with the homies,
2025-04-01 12:18:52.830,Bioinformatics and Systems Biology,1,1,0,1,male,500,25.0,5.0,27.0,24,1,11,23:30:00,waking up refreshed,exercise,
2025-04-01 12:18:52.846,Bioinformatics and Systems Biology,1,0,0,1,male,300,99.0,7.0,77.0,,6,11,01:30:00,no class,nice weather,
2025-04-01 12:18:53.003,Computational Science,0,0,0,1,male,280,40.0,6.0,18282.0,,11,24,22:00:00,nice weather,nice girls,weather
2025-04-01 12:18:54.198,Bioinformatics and Systems Biology,1,0,0,,female,450,80.0,3.0,17.0,23,11,16,00:30:00,sleeping,going for a walk,sleep
2025-04-01 12:18:54.608,Computer Science,1,1,1,0,male,150,0.0,8.0,75.0,26,2,16,05:00:00,fun,fun 2,
2025-04-01 12:18:54.798,Biomedical Sciences,0,,1,1,male,230,69.0,15.0,4.67899018748225e+16,,1,13,22:00:00,reaching my calory goal,sleeping 8 hours,
2025-04-01 12:18:54.812,Business Analytics,1,0,1,1,female,250,50.0,0.0,3.0,22,6,28,00:30:00,feeling productive,socializing,productivity
2025-04-01 12:18:55.370,Computer Science,1,0,1,,male,118,24.0,6.0,31.0,,1,20,00:30:00,low stress,progress,
2025-04-01 12:18:55.588,Bioinformatics and Systems Biology,0,1,1,1,female,375,30.0,6.0,3.0,22,4,29,23:30:00,sun,-,weather
2025-04-01 12:18:55.627,Computer Science,1,1,1,1,female,,40.0,10.0,13.0,22,1,2,23:30:00,stick to my daily routine,connect with some good person,
2025-04-01 12:18:56.318,Econometrics and Operations Research,1,0,1,0,unknown,460,30.0,0.0,8435.56,,4,15,00:00:00,no lectures,sleeping,
2025-04-01 12:18:56.363,Computer Science,1,1,1,1,female,200,30.0,5.0,173425111379664.0,,,,22:30:00,running in the morning,meeting new people,activity
2025-04-01 12:18:56.549,OTHER,1,1,1,1,male,300,0.0,4.0,271828.0,24,1,23,23:00:00,good sleep,free time,sleep
2025-04-01 12:18:56.685,Artificial Intelligence,1,0,1,1,male,400,10.0,10.0,21.0,24,5,13,00:30:00,sun and good food,good food and sun,weather
2025-04-01 12:18:58.426,Computer Science,0,0,1,1,female,250,65.0,2.0,9.0,,4,9,01:22:00,with friends i love,sunny days,social
2025-04-01 12:18:58.698,Artificial Intelligence,1,0,0,1,female,340,40.0,9.0,1672.0,,12,18,01:00:00,friends,drinks,social
2025-04-01 12:18:58.741,Artificial Intelligence,1,0,0,1,female,400,35.0,6.0,823.0,,7,10,01:00:00,sunshine,nice food,weather
2025-04-01 12:18:59.328,Artificial Intelligence,1,0,1,0,female,250,100.0,4.0,11.0,24,1,3,23:30:00,sun shining,drinking matcha in the sun,weather
2025-04-01 12:18:59.757,Computational Science,1,0,0,1,female,100,20.0,5.0,51.0,,4,3,00:00:00,sunshine,no exam,weather
2025-04-01 12:19:00.180,Computer Science,0,1,1,1,male,450,40.0,10.0,8473.0,28,2,7,00:00:00,the sun,sports,weather
2025-04-01 12:19:00.457,Humanities Research,1,0,1,1,female,350,87.0,1.0,27.4,,12,18,02:00:00,getting some work done,time to make music,mental_wellbeing
2025-04-01 12:19:00.889,Econometrics and Operations Research,1,1,1,1,female,450,10.0,3.5,22.0,22,7,20,23:00:00,sun,friends,weather
2025-04-01 12:19:01.428,Artificial Intelligence,1,0,1,1,female,450,25.0,2.0,55678686.0,,9,1,02:00:00,sunshine,food,weather
2025-04-01 12:19:01.533,Business Analytics,1,1,1,1,female,400,60.0,7.0,25.0,25,1,3,23:00:00,being able to exercise,get outside,
2025-04-01 12:19:01.553,Artificial Intelligence,1,1,1,1,male,400,40.0,16.0,90.0,24,3,5,22:30:00,performing some sports,positive people around me,activity
2025-04-01 12:19:02.143,Business Analytics,1,1,1,1,male,380,40.0,12.0,8.582822818256637e+20,22,9,11,22:30:00,when the sun is out,what makes a good day for you (2)?,weather
2025-04-01 12:19:02.180,Artificial Intelligence,1,0,1,1,female,550,20.0,3.0,77.0,,12,27,01:00:00,good breakfast,sunshine,food_drink
2025-04-01 12:19:03.028,Artificial Intelligence,1,1,1,1,male,384,0.0,14.0,9.0,24,11,18,00:00:00,productivity,music,
2025-04-01 12:19:04.145,Computer Science,0,1,1,1,male,450,30.0,6.0,76.0,,,,03:00:00,videogames all day,good food for free,
2025-04-01 12:19:04.834,Finance and Technology,1,0,0,1,male,250,58.0,3.0,5.0,23,8,17,01:30:00,not a lot of assignments,sports and guitar,productivity
2025-04-01 12:19:05.331,Econometrics and Operations Research,1,1,0,,male,250,23.23,7.0,0.0,21,12,13,00:30:00,productivity,nice food,
2025-04-01 12:19:05.723,Fintech and Regulation,1,0,0,,male,400,60.0,10.0,158.0,24,8,15,03:00:00,sports,food,activity
2025-04-01 12:19:05.999,OTHER,1,0,0,0,gender_non_conforming,,100.0,,,,9,6,05:00:00,brazzers,bangbros,
2025-04-01 12:19:06.373,Business Analytics,1,1,1,1,male,311,11.0,4.0,1.0107472946391948e+124,21,10,4,01:00:00,potato,fries,
2025-04-01 12:19:06.391,Artificial Intelligence,1,1,1,1,male,300,15.0,20.0,78.0,23,1,18,23:30:00,-,-,
2025-04-01 12:19:06.467,Computer Science,1,0,1,1,male,150,30.0,7.0,-69420,24,2,18,03:00:00,“rm -r .”,bouldering and hanging with the homies,
2025-04-01 12:19:07.225,Artificial Intelligence,1,1,1,1,female,450,50.0,8.0,7.0,21,6,25,23:00:00,good food,nobody dies,food_drink
2025-04-01 12:19:07.712,Computational Science,1,0,0,,female,150,98.0,0.0,23.0,24,8,25,04:00:00,no course,鲜锅兔,
2025-04-01 12:19:08.089,Artificial Intelligence,1,1,1,,male,400,10.0,8.0,9.0,24,12,23,01:00:00,nice weather,free time,weather
2025-04-01 12:19:09.111,Computer Science,1,1,1,,male,300,0.0,12.0,4.0,25,1,30,01:00:00,good food,good weather,food_drink
2025-04-01 12:19:10.336,Bioinformatics and Systems Biology,1,0,0,1,female,350,30.0,2.0,9.0,23,1,20,22:30:00,food,more food,food_drink
2025-04-01 12:19:10.778,Artificial Intelligence,1,1,1,1,female,380,23.0,3.0,39587.0,,4,23,00:30:00,good food,talking to friends,food_drink
2025-04-01 12:19:10.893,Artificial Intelligence,1,1,1,,male,500,70.0,2.0,7.0,27,1,1,23:00:00,good food,good sleep,food_drink
2025-04-01 12:19:11.148,Bioinformatics and Systems Biology,1,0,0,1,male,240,65.0,4.0,35.0,23,12,8,02:00:00,cola,gaming,
2025-04-01 12:19:12.321,Artificial Intelligence,0,0,0,,male,400,40.0,3.0,60000000.0,,9,5,02:00:00,productivity,friends,
